thematic;card;id;bearer;conditions;lockturn;weight;question;override_yes;answer_yes;yes_spiritual;yes_military;yes_demography;yes_treasure;yes_custom;override_no;answer_no;no_spiritual;no_military;no_demography;no_treasure;no_custom;vide
;_;647;skeleton;;;;I see that you're lying, it's not very nice. ;;;;;;;>_exit_closed;;;;;;;>_exit_closed;
;_devil6;648;skeleton;!niceskel_keep;;10;Here you are! I have been chasing you all over the place. You're fast.;<i>Attack</i>;;;;;;>;<i>Flee</i>;;;;;;>;
;_;649;skeleton;;;;Wait! I know you're eager to fight and I would have been happy to oblige in other circumstances.;How so?;;;;;;>;Why?;;;;;;>;
;_;650;skeleton;;;;I don't want to mess up the room. This is my place, I hope you like it. Please, take a seat.;;;;;;;> and niceskel_keep;;;;;;;> and niceskel_keep;
;_;651;skeleton;;;;Why so snappy? Is your Kingdom bothering you? Let me help.;;;?80;?80;?80;?80;> and niceskel_keep;;;;;;;> and niceskel_keep;
;_;652;skeleton;;;;Do you want some tea? Too bad we don't have any strawberries. They're perfect with tea.;;<i><skeleton> pours you some tea explaining he was a dead Islander enchanted by a powerful mage to guard this dungeon.</i>;;;;;>;;<i><skeleton> pours himself some tea explaining he was a dead Islander enchanted by a powerful mage to guard this dungeon.</i>;;;;;>;
;_;653;skeleton;;;;It was ages ago and everyone forgot me, as well as this dungeon and its secrets. So I made myself comfortable.;What secrets?;;;;;;>;Who enchanted you?;;;;;;>_skelwho;
;_;654;skeleton;;;;Not much. Just a stupid sword the mage has hidden in the bottom of the dungeon.;<i>Nod</i>;;;;;;>;<i>Shrug</i>;;;;;;>;
;_skelwho;655;skeleton;;;;A very despicable mage. He despised me so much that he destroyed all the strawberry plants on earth.;Really ?;;;;;;>;No way;;;;;;>;
;_;656;skeleton;;;;Yes! Just because I happened to like them.;That's overreacting;<i>You have a nice chat with the Skeleton about women and war, then he brings you back to the exit of the dungeon.</i>;;;;;>;No way;<i>You have a nice chat with the Skeleton about science and cooking, then he brings you back to the exit of the dungeon.</i>;;;;;>;
;_;657;skeleton;;;;Farewell, young King. Come visit me from time to time. ;;;;;;;niceskel_keep and keydungeon and >_exit_open;;;;;;;niceskel_keep and keydungeon and >_exit_open;
;_excalibur4;658;dungeon>sulfur_excalibur;;;;<i>You feel a strong energy emanating from this place.</i>;<i>Use Sulfur door</i>;;;;;;>_dungeon1;<i>Use Sword door</i>;;;;;;>_excalibur5;
;_excalibur5;659;dungeon>treasure_chest;;;;<i>The chest is vibrating.</i>;<i>Open it</i>;;;;;;>_excalibur6;<i>Carry on</i>;;;;;;>_excalibur4;
;_excalibur6;660;dungeon>excalibur;;;;<i>A shiny sword!</i>;<i>Take it</i>;;;;;;>_exit_closed and excalibur_keep;<i>Leave it</i>;;;;;;>_exit_closed;
;_trap;661;dungeon>trap;;;1;<i>A trap is triggered under your feet!</i>;What...;;;;;;>_end_dungeon;What...;;;;;;>_end_dungeon;
;_surprise;662;dungeon>trap;;;1;<i>A trap is triggered under your feet!</i>;What...;;;;;;>_end_dungeon;What...;;;;;;>_end_dungeon;
;_end_dungeon;663;end>dead_king_rat;;;1;<i>Your agony is long and painful. And the rats...</i>;;;;;;;;;;;;;;;
duel;_duel_skeleton;664;dungeon>neutre_terre;duel_won;;10;<i>The skeleton crumbles. You decide not to stay around to see if he's able to rebuild himself.</i>;<i>Use Neutral door</i>;;;;;;>_excalibur1 and nb_duelwon_keep+;<i>Use Earth door</i>;;;;;;>_dungeon1 and nb_duelwon_keep+;
duel;_duel_skeleton;665;end>dead_king_duel;!duel_won;;10;<i>You bleed to death on the filthy dungeon floor.</i>;;;;;;;;;;;;;;;
duel;_duelmove_attack;666;skeleton;;2;1000;I suppose you didn't come here for my conversation?;I wish;;;;;;;Not really;;;;;;;
duel;_duelmove_attack;667;skeleton;;2;1000;It's very rude to visit someone without bringing strawberries.;Next time?;;;;;;;I have apples;;;;;;;
duel;_duelmove_attack;668;skeleton;;2;1000;Did you bring me strawberries?;Slightly bloody ones;;;;;;;Have a look;;;;;;;
duel;_duelmove_super;669;skeleton;;2;1000;Below the earth <i>(singing)</i>, under the river, here cries the ugly Skel'.;Indeed;;;;;;;You're a beauty;;;;;;;
duel;_duelmove_super;670;skeleton;;2;1000;Alone, <i>(singing)</i> lost and passably crazy, the Skel' evaporates.;Fine by me;;;;;;;Just passably?;;;;;;;
duel;_duelmove_super;671;skeleton;;2;1000;A Skel' <i>(singing)</i>, a worm, a rat. Dancing with a King, a mage, a son.;A very small King;;;;;;;Lovely;;;;;;;
duel;_duelmove_attack;672;skeleton;;2;1000;I am not happy.;I can see that;;;;;;;Need a hug?;;;;;;;
duel;_duelmove_attack;673;skeleton;;2;1000;Except for Victor, I am alone all the time.;I can leave...;;;;;;;I can stay...;;;;;;;
duel;_duelmove_defense;674;skeleton;;2;1000;Victor has very big red eyes. He's mean to me sometimes.;"Mean" how?;;;;;;;Is Victor around?;;;;;;;
duel;_duelmove_defense;675;skeleton;;2;1000;I'm a boring dead corpse trapped in a stupid maze.;Life sucks;;;;;;;What about me?;;;;;;;
duel;_duelmove_defense;676;skeleton;;2;1000;You're not talking much for someone who's alive.;You're not hearing much;;;;;;;I'm SHOUTING!;;;;;;;
duel;_duelmove_defense;677;skeleton;;2;1000;I was alive once. It should count for something.;Totally overrated;;;;;;;I am alive so...;;;;;;;
treason;;678;general;no_general>1;100;8;Your army needs a good leader, and you chose me. Listen to my advice!;;;;15?;;;;;;;-15;;;>>;
treason;_trahison;679;general;;;;Our engineers have designed a new weapon, would you like to see what it does?;;<i>As you enter the test chamber, a group of soldiers attacks you.</i> Die, monster!;;?100;;;>_end_prison;;;;-15;;;;
stories;bloodcows;680;farmer;has_prince and has_doctor and has_witch;420;20;Our cows are producing blood instead of milk! <i>He wails in despair.</i>;Doctor!;;-10;;5;;add_doctor and >_doccow and add_prince;Priest!;;10;;-5;;>_priestcow and add_prince;
stories;_priestcow;681;priest;;;;Satan is among us! Witches! Burn! Now!;No burnings without trials first;;-5;;;;add_witch and >>>>_witchcow;Not very helpful;;-10;;;;add_doctor and >_doccow;
stories;_doccow;682;doctor;;;;How strange! It doesn't seem to be proper blood at all.;Please investigate;;;;;-5;>>>_resultcow;Not very helpful;;;;;;>_priestcow;
stories;_witchcow;683;general;;;;We found blood in <witch>'s rooms!;Let's hear what she has to say;;;;;;>;Keep it quiet;;;;;;>>>_resultcow;
stories;_witchcow2;684;witch;;;;I'm conducting experiments on blood coagulation. You can't detain me for that!;Yes, I can;<i>Shortly after that, <witch> is burnt alive. That didn't stop the cows from producing blood.</i>;5;;-5;;del_witch and >>>_resultcow;You're free to go;;-5;;5;;>>>_resultcow;
stories;_resultcow;685;doctor;;;;It seems this cow business was an elaborate prank conducted by your son, the Prince.;<prince>!;;;;;;>;Arrest him!;<i><prince> was beheaded by the executioner shortly afterwards.</i>;;;;;del_prince;
stories;_resulttraitor;686;prince;;;;Guards! Guards! The King is a disciple of Satan!;What?;;;;;;>_duel_cowprince;En garde, traitor!;;;;;;>_duel_cowprince;
stories;_duel_cowprince;687;prince;duel_won;;10;I... You... Father... ;<i>Forgive</i>;;5;;;;nb_duelwon_keep+;<i>Forget</i>;;;5;;;nb_duelwon_keep+;
stories;_duel_cowprince;688;end>dead_king_duel;!duel_won;;10;<i>You bleed to death at your son's feet, that traitor!</i>;;;;;;;;;;;;;;;
stories;;689;diplomat;has_nobleman;300;5;My Lord, the King of the West is visiting us!;Delightful;;;;;;>;Boooooring...;;;;;;>;
stories;_;690;nobleman;;;;We should organize a grand dinner!;Good idea;;;-5;5;;>;;;;-2?;-2?;;>_endnoargue;
stories;_loop1;691;general;;;;It's a terrible idea, the King will prefer to go hunting.;Good idea;;;5;-5;;>_loop2;;;;-5;;;>_endnoargue;
stories;_loop2;692;nobleman;;;;No Sire! Diplomacy and good taste dictates the dinner.;All right...;;;-5;5;;>_loop3;Let's do both;;;-100?;;;>_endexec;
stories;_loop3;693;general;;;;<nobleman> is a pathetic snob. Hunting!;All right...;;;5;-5;;>_loop2;Let's do both;;;-100?;;;>_endexec;
stories;_endnoargue;694;diplomat;;;;The King of the West was preparing an attack on one of our provinces! Shall we send the army?;;;;-15;5;;warWest_keep and nb_war_keep+;;;;;-10;;warWest_keep and nb_war_keep+;
stories;_endexec;695;end>dead_king_exil;;;;<i>While you were busy preparing his arrival, the King of the West invaded your country then sent you into exile.</i>;;;;;;;;;;;;;;;
stories;;696;executioner;has_doctor;300;6;I'm a serial killer...;You're my executioner;;;;;;>;So what?;;;;;;>;
stories;_;697;executioner;;;;This job sucks. If I could...;Maybe, but nobody wants to do it.;;;;;;>>>_docexec;Out of the question;;;;;;>>>_docexec;
stories;_docexec;698;doctor;;;;I could be the executioner!;Doctor? What?;;;;;;>;;;;;;;>;
stories;_;699;doctor;;;;I'm looking for a simple way to test exotic new poisons. I can pay.;Sure, why not;<i>It quickly appeared that hygiene was the doctor's last concern.</i>;;;-100?;4;>;No way;;;;;;;
stories;_;700;end>dead_king_gangrene;;;;<i>A terrible plague followed the doctor's experiments on convicts. You're among the first to rot.</i>;;;;;;;;;;;;;;;
devil;;701;dog;year>665;del;max;<i><dog> moans in despair. Something is not right.</i>;<i>Pat the dog</i>;;;;;;devil_visit and > and add_jester and add_nobleman and add_priest;<i>Kick the dog</i>;;;;;;devil_visit and > and add_jester and add_nobleman and add_priest;
devil;_;702;dog;;;;Little King, little puppet.;;;-100;;;;>;;;-100;;;;>;
devil;_;703;dog;;;;No words.;;;;;-100;;>;;;;;-100;;>;
devil;_;704;jester;;;;Few thoughts.;;;;-100;;;>;;;;-100;;;>;
devil;_;705;nobleman;;;;Many deaths.;;;;;;-100;>;;;;;;-100;>;
devil;_;706;nobleman;;;;Centuries ago you asked for eternal power in exchange for your soul...;;;20;60;40;80;>;;;20;60;40;80;>;
devil;_;707;priest;;;;Fortunately you didn't mention anything about immortality.;;;60;-20;20;-60;>;;;60;-20;20;-60;>;
devil;_;708;priest;;;;Each of your deaths is enjoyable.;;;100;100;100;100;>;;;100;100;100;100;>;
devil;_;709;jester;;;;But even more so is the choice I will let you make now.;;;-99;-99;-99;-99;>;;;-99;-99;-99;-99;>;
devil;_;710;dog;;;;Go little puppet, and see you again in 666 years.;;;65;65;65;65;!devil_visit and devil_curse_keep;;;65;65;65;65;!devil_visit and devil_curse_keep;
devil;;711;dog;year>765 and year<800 and devil_curse_keep;del;max;<i><dog> moans in despair. Something is not right.</i>;<i>Pat the dog</i>;;;;;;!devil_curse_keep and devil_visit and >_nodevilplay;<i>Kick the dog</i>;;;;;;!devil_curse_keep and devil_visit and >_nodevilplay;
devil;;712;dog;year>1431 and year<1500 and devil_curse_keep;del;max;<i><dog> moans in despair. Something is not right.</i>;<i>Pat the dog</i>;;;;;;!devil_curse_keep and devil_visit and >_nodevilplay;<i>Kick the dog</i>;;;;;;!devil_curse_keep and devil_visit and >_nodevilplay;
devil;;713;dog;year>2097 and devil_curse_keep;del;max;<i><dog> moans in despair. Something is not right.</i>;<i>Pat the dog</i>;;;;;;!devil_curse_keep and devil_visit and >_nodevilplay;<i>Kick the dog</i>;;;;;;!devil_curse_keep and devil_visit and >_nodevilplay;
devil;_nodevilplay;714;dog;;;;Impressive! A hundred years and you never said yes to anyone.;;;100;100;100;100;>;;;100;100;100;100;>;
devil;_truepacifist;715;dog;;;;A true pacifist is a rarity, I lift the curse for now.;;;-50;-50;-50;-50;!devil_visit;;;-50;-50;-50;-50;!devil_visit;
devil;;716;dog;year>1331;del;max;<i><dog> moans in despair. Something is not right.</i>;<i>Pat the dog</i>;;;;;;devil_visit and > and add_foreign_princess and add_monk;<i>Kick the dog</i>;;;;;;devil_visit and > and add_foreign_princess and add_monk;
devil;_;717;dog;;;;Little King, little puppet.;;;-11;-11;-11;-11;>;;;-11;-11;-11;-11;>;
devil;_;718;foreign_princess;;;;Your power is absolute.;;;-13;-13;-13;-13;>;;;-13;-13;-13;-13;>;
devil;_;719;monk;;;;If I want.;;;-31;-31;-31;-31;>;;;-31;-31;-31;-31;>;
devil;_;720;foreign_princess;;;;Your despair is endless.;;;-100;-100;-100;-100;>;;;-100;-100;-100;-100;>;
devil;_;721;monk;;;;If I fancy.;;;1;1;1;1;>;;;1;1;1;1;>;
;_;722;monk;;;;Our little game becomes boring. I think 1998 will be my last visit.;;;3;3;3;3;>;;;3;3;3;3;>;
devil;_;723;foreign_princess;;;;Now give me your preference.;;;9;9;9;9;>;;;9;9;9;9;>;
devil;_;724;dog;;;;I promise you that the one you show me will die. I never fail.;;;43;43;43;43;!devil_visit and devil_curse_keep;;;43;43;43;43;!devil_visit and devil_curse_keep;
devil;;725;dog;year>1997;del;max;<i><dog> moans in despair. Something is not right.</i>;<i>Pat the dog</i>;;;;;;devil_visit and > and add_merchant and add_queen;<i>Kick the dog</i>;;;;;;devil_visit and > and add_merchant and add_queen;
devil;_;726;dog;;;;Little King, little puppet.;;;-7;4;-6;8;>;;;-7;4;-6;8;>;
devil;_;727;merchant;;;;A new millenium is dawning and you are still here.;;;-8;1;-4;6;>;;;-8;1;-4;6;>;
devil;_;728;queen;;;;You're not giving up easily, I grant you that.;;;-4;6;-5;6;>;;;-4;6;-5;6;>;
devil;_;729;queen;;;;But I'm bored, so this will be our last meeting. ;;;-13;8;-9;11;>;;;-13;8;-9;11;>;
devil;_;730;merchant;;;;I will forget you here and find myself another soul to torture.;;;-1;3;-2;5;>;;;-1;3;-2;5;>;
devil;_;731;merchant;;;;I grant you one last death wish. Choose well.;;;-100;100;-100;100;>;;;-100;100;-100;100;>;
devil;_;732;dog;;;;I promise you that the one you show me will die. I never fail.;;;66;-34;66;-34;!devil_visit and devil_curse_keep and add_ghost;;;66;-34;66;-34;!devil_visit and devil_curse_keep and add_ghost;
devil;;733;skeleton;skelup_keep and spiritual<50;120;12;May I be of assistance to your Church?;;;15;;;;>_devilfail;;;;;;;;
devil;;734;skeleton;skelup_keep and military<50;120;12;May I be of assistance to your Army?;;;;15;;;>_devilfail;;;;;;;;
devil;;735;skeleton;skelup_keep and demography<50;120;12;May I be of assistance to your People?;;;;;15;;>_devilfail;;;;;;;;
devil;;736;skeleton;skelup_keep and treasure<50;120;12;May I be of assistance to your Treasury?;;;;;;15;>_devilfail;;;;;;;;
devil;_devilfail;737;skeleton;devil_curse_keep and skelup_keep;del;40;It feels like someone is tickling me <i>(laughing)</i>. Please carry on!;The Devil!;;;;;;devil_visit and > and add_dog and !devil_curse_keep;The Devil!;;;;;;devil_visit and > and add_dog and !devil_curse_keep;
devil;_;738;dog;;;;What did you do, despicable worm?;;;;;;;>;;;;;;;>;
devil;_;739;dog;;;;I can't...;;;;;;;>;;;;;;;>;
devil;_;740;dog;;;;I can't kill the Skeleton.;;;;;;;!devil_visit and >;;;;;;;!devil_visit and >;
devil;_;741;skeleton;;;;I'm already dead enough, thank you.;;;;;;;>;;;;;;;>;
devil;_;742;dog;;;;Noooooo! Warf! Warf! <i>(tail wriggling)</i>;;;;;;;>;;;;;;;>;
devil;_;743;end>final_free;;;;<i>You broke the curse. Well done!</i>;;;;;;;;;;;;;;;
devil;;744;ghost;year>2000 and !devil_curse_keep and age=0;200;max;The Devil is gone. We're stuck here for ever. Are you not tired of this?;;;;;;;>;;;;;;;;
devil;_;745;end>final_loop;;;;<i>You didn't break the curse. Try again!</i>;;;;;;;;;;;;;;;
devil;;746;ghost;year>2000 and devil_curse_keep and age=0;del;max;Still no luck tricking the Devil?;;;;;;;devil_visit and !devil_curse_keep and >_devilghost and add_dog;;;;;;;>;
devil;_;747;ghost;;;;Keep looking then. This dungeon is murky.;;;;;;;devil_visit and !devil_curse_keep and >_devilghost and add_dog;;;;;;;;
devil;_devilghost;748;dog;;;;Hahaha! you tried to trick me by choosing the Spirit of the Fallen?;;;;;;;>;;;;;;;>;
devil;_;749;dog;;;;Don't you understand?;;;;;;;>;;;;;;;>;
devil;_;750;dog;;;;The Ghost is you. Your consciousness, your memory.;;;;;;;>;;;;;;;>;
devil;_;751;dog;;;;You're committing suicide.;;;;;;;>;;;;;;;>;
devil;_;752;dog;;;;An endless suicide in Hell. Hahahaha!;;;;;;;!devil_visit and >;;;;;;;!devil_visit and >;
devil;_;753;end>final_hell;;;;It never ended.;;;;;;;;;;;;;;;
deaths;_end_dragon;754;end>dead_king_grand;excalibur_keep;;max;<i>You manage to kill the dragon with excalibur but are badly wounded in the process. You're given the funeral of a true hero.</i>;;;;;;;;;;;;;;;
deaths;_end_dragon;755;end>dead_king_burned_burn;;;10;<i>The dragon is really dangerous after all.</i>;;;;;;;;;;;;;;;
;;756;foreign_princess;crusade_keep;100;10;Duel with me, show the world you can fight your own battles. But if you fail, you will have to leave Lamascus.;En garde!;;5?;10?;5?;5?;>_duel_foreign;;;-5?;-10?;-5?;-5?;;
;_duel_foreign;757;foreign_princess;!duel_won;;10;I won. Now end this crusade.;;;-10;-10;15?;;!crusade_keep and isPeaceful;;;5;5;-10;-10?;;
;_duel_foreign;758;foreign_princess;duel_won;;10;I... What was that move? <i>(she ran away)</i>;Run faster...;;;;;;nb_duelwon_keep+;Don't go!;;;;;;nb_duelwon_keep+;
duel;_duelmove_super;759;foreign_princess;;;100;Now you will feel the wrath of the Seven Sabers of Amran.;That's 6 too many;;;;;;;I don't feel anything;;;;;;;
;;760;viking;;100;12;Son of a demon, look at me... <i>(he steals a sword from a guard and threatens you)</i>;En garde!;;;;;;>_duel_viking;<i>Run away</i>;<i><viking> is hacked to pieces by the guards while you run away.</i>;;;;;del_viking and isCoward;
;_duel_viking;761;end>dead_king_duel;!duel_won;;10;<i>Before collapsing, you hear <viking> whisper</i> They are all dead... My children. ;;;;;;;;;;;;;;;
;_duel_viking;762;viking;duel_won;;10;My children... They are all dead.;You're free to go;<i><viking> stayed in the capital. He became a good mason, but never uttered a word after that day.</i>;;;;;del_viking and nb_duelwon_keep+;Guuard!;<i>You put <viking> in prison. He never uttered a word after that day.</i>;;5?;;;del_viking and nb_duelwon_keep+;
duel;_duelmove_super;763;viking;;;100;Tonight I will dine in Valhalla with my brothers and my children.;Say hi;;;;;;;Sounds barbaric;;;;;;;
;;764;executioner;year>900 and school_keep;del;20;We seem to have forgotten how to grow strawberries. That's strange. Let me do some research.;;;-5?;;5?;-10?;;Executions first;;;10?;-5?;;;
;;765;priest;;300;6;The tower of the basilica is falling apart. We need your help!;;;15?;;;-15?;;;;-20?;;;;;
;;766;doctor;;300;6;I would like to meet up with some of my scientist friends from the West, in your castle.;;;-5?;;10;-5?;;;;15?;;-5?;;;
;;767;nobleman;;300;6;Our beautiful capital smells of garbage half the year. Let's build a sewer system.;;;;;15?;-15?;;;;;;-10?;;;
;_starmand;768;priest;;300;6;The pilgrimage of Saint Armand draws thousands of people. We would like to monetize this event.;;;10?;;;10?;;;;-5?;;;;;
;;769;foreign_princess;spice_trade_keep;300;16;Your merchants are organizing the spice trade for themselves. We could sell ten times more if you open up the market.;;;-5;;5;15?;;;;5;;;-10;;
;;770;bird;;300;6;<i>The message says: a village in the South is encouraging polygamy.</i>;<i>Send the army</i>;;;-10?;;;;<i>Send the Church</i>;;10?;;;;;
;;772;jester;dynasty>4;del;150;Your fortune is expanding. I see new cards! New paths in the fields of your lives.;;;;;;;add_witch and >;I'm not paying for that;;;;;;add_witch and >;
;_;773;witch;;;;<jester> is right. A powerful magical force will create new futures for you.;;;;;;;>;How?;;;;;;>;
;_;774;jester;;;;There are 3 secrets in this new universe.;Carry on;;;;;;>;;;;;;;;
;_;775;witch;;;;The fake luck can help you discover an unexpected ally in the dungeon.;Carry on;;;;;;>;;;;;;;;
;_;776;jester;;;;The ambitious lizard can bring peace for generations to come.;Carry on;;;;;;>;;;;;;;;
;_;777;witch;;;;The fatal party will not end well, but at least you will die creatively.;What?;;;;;;;I don't understand;;;;;;;
;_end_dungeon;778;jester;dice_keep;;max;Here, quick, take my hand!;<i>Jump</i>;<i>You manage to grab the jester's hand, just before the trap closes.</i>;-99;-99;-99;-99;>;What...;;;;;;>_end_dungeon;
;_;779;jester;;;;I followed you. There's a whiff of luck around you that is quite irresistible.;;;50;50;50;50;;;;50;50;50;50;;
;_dungeon1;780;dragon;;;;Don't mind me, was just passing by. Please carry on.;;;;;;;;;;;;;;;
;;781;farmer;age>5;300;12;I can't believe you did this!;Deal with it;;;10;-6?;;;It was not serious;;;-5;5;;;
;;782;executioner;age>5;300;12;Would you like a hug?;;;-2;-2;10;;;;;;10;;;;
;;783;homunculus;age>5;300;12;Who gave that answer? The King or the man?;The King;;;10;;;;The man;;;;10;;;
;;784;homunculus;;300;10;If you could change your previous decision, would you do it?;;Interesting <i>answered the homunculus, then he disappeared.</i>;;;;;;;;;;;;;
;;785;merchant;treasure>60;300;16;A group of noblemen are artificially raising the price of iron ore to make more money out of their mines.;Take control of the mines;;;;10;-6;>>>>;Tax them more;;;;-5;15;;
;;786;general;;300;8;Your mines are not providing enough iron ore to make our weapons. We have to buy them abroad!;;;;5;;-15;;;;;-15;;;;
;;787;merchant;spicetrade_keep;60;18;We have to pay a list of bribes as long as my arm to make sure that our caravans are protected on the Silk Road.;;;;;;-25;;;;;;;-5;!spicetrade_keep;
;;788;general;!nb_war_keep;300;16;Nothing is happening this year. The army is bored to death.;Provide them with wine;;;-10;15;-10;;Go exercise;;5;5;;;;
;;789;farmer;demography<40 and military>50;300;20;My Lord, you're a mighty leader. I bow to your greatness.;Very kind of you;;;;5;;;Lower!;;;8;-15;;;
;;790;nobleman;demography<38 and military>50;300;20;Our good people are gathering every Friday to sing songs to your glory.;Lovely!;;;;-5;;>;Why would they do that?;;;;4;;>;
;_;791;witch;;;;They're afraid of you and your army.;They should be;;;3;-10;;;I'm nice though;;;-10;3;;;
;;792;nobleman;treasure>60;300;18;You should be charitable. A lot of poor people don't have a house, let's build some!;;;;;15;-25;>>>>;;;;;-10;;;
;_;793;nobleman;;;;We could earn some money by increasing the rent on the houses we've built for the poor.;;;;;-20;10;;;;;;5;-5;;
;;794;prince;;300;20;Father, the general's son doesn't want me to be the next King.;You will be the next King;;;-10;;;;Fight your own battles;;5;10;5;;;
;;795;merchant;treasure<50;300;18;The black market is thriving. You need to send the army to the streets to stop it.;;;;-5;-20;8;;;;;;10;-3;;
;;796;general;;300;16;Your soldiers' wages are too low. Please pay them properly and on time.;;;;15;;-10;;;;;-10;;;;
;;797;diplomat;warEast_keep;300;22;An emissary of the Eastern baronies is on his way. Should we cut his head off and send it back?;;;;;;;>;;;;;;;>;
;;798;diplomat;;;;Sorry, I meant, should we cut a deal with them?;;;;6;8;-5;!warEast_keep and nb_war_keep- and >>>>>startbarbare;You are truly frightening;;;;;;>;
;;799;diplomat;;;;Is that a yes?;;;;6;8;-5;!warEast_keep and nb_war_keep- and >>>>>startbarbare;;;;;-5;;;
;;800;dog;!hopen_keep and year>900 and has_homunculus;200;12;<i>The dog looks at you intently. Something red shines in his mouth.</i>;Yes?;<i>The dog gives you a bright ruby.</i>;;;;;>_openhomunculus;<i>Run away</i>;<i>The dog runs after you. You fall and he licks you lovingly. A lot of people see the whole scene.</i>;;-5;5;;;
;_end_toorich;801;diplomat;crusade_keep;reign;max;We're in Lamascus, people are suffering here. You should cancel the party and help the poor.;;;-6;-6;10;-30;;I don't care, party!;;;;;;>_end_toorich;
;;802;merchant;;300;14;The price of chicken is soaring. Noblemen are speculating! We should say that we will regulate the trade. ;;<i>Your threats of regulating the price of the chicken had a very positive impact on the market. Of course, no regulation actually took place.</i>;;;;15;;Let them eat beef;;;;-15;;;
;startbarbare;803;diplomat;eastPower_keep and !has_barbare;160;50;The war lord of the East would like to meet you. He can crush our armies if he wants, we should welcome him like a King.;;;;;;;> and add_barbare and !nb_barba;;;;-30;;-5;;
;_;804;barbare;;;;Blagou hirim Zabo. Grigro daboloo zang! <i>(large threatening gesture directed at you)</i>;I...;;;;;;>;What...;;;;;;>;
;_;805;diplomat;;;;I can translate! He says that your country is beautiful and he would like to cuddle you.;Sure...;;;;;;>_barbatalk;Are you certain...;;;;;;>;
;_leavediplomat;806;diplomat;;;;If you don't believe me, I will let you deal with him alone. Should I go?;;<i>You had a long and unintelligible chat with <barbare> that ended up with good laughs. The following day the Eastern baronies tried to invade your country again.</i>;;-15;-5;-10;del_barbare and warEast_keep and nb_war_keep+;;;;;;;>_barbatalk;
;_barbatalk;807;barbare;;4;1;Zgando agamane hirim Gabo! <i>(gentle laugh)</i>;<i>Laugh</i>;<i>For some reason, this reaction charmed the barbarian.</i>;;;;;nb_barba+ and >_barbatalk;<i>Look at <diplomat></i>;;;;;;>;
;_;808;diplomat;;;;He says he's in the mood to slay some enemies and drink blood from their skulls.;Offer wine;;;;;;!nb_barba and >_barbatalk;It doesn't look like...;;;;;;>_leavediplomat;
;_barbatalk;809;barbare;;4;1;Laga dolo. Laga dolo... <i>(looking sad and depressed)</i>. Gabo lo.;<i>Comfort him</i>;;;;;;!nb_barba and >_barbatalk;<i>Look at <diplomat></i>;;;;;;>;
;_;810;diplomat;;;;He's offering his condolences for the death of your morale... or is it your horse? It could be...;<i>Angry bang on the table</i>;<i>For some reason, this reaction charmed the barbarian.</i>;;;;;nb_barba+ and >_barbatalk;You're a terrible translator;;;;;;>_leavediplomat;
;_barbatalk;811;barbare;;4;1;Groro da? <i>(he removes a large piece of meat from his coat and offers it to you)</i>;<i>Eat a chunk</i>;;;;;;!nb_barba and >_barbatalk;<i>Look at <diplomat></i>;;;;;;>;
;_;812;diplomat;;;;He's looking for a bin to dispose of his spoiled dinner.;Tell him my castle is not a dump;<i>For some reason, this reaction charmed the barbarian.</i>;;;;;nb_barba+ and >_barbatalk;<i>Put the meat in the bin</i>;;;;;;>_barbatalk;
;_barbatalk;813;barbare;;4;1;Hagadam dolo. E dolo pragon. <i>(he mimicks riding a horse)</i>;<i>Give him a horse</i>;;;;;;>_barbatalk;<i>Look at <diplomat></i>;;;;;;>;
;_;814;diplomat;;;;His bottom is hurting from all the riding.;Tell him I pity him;;;;;;!nb_barba and >_barbatalk;<i>Don't answer</i>;;;;;;>_leavediplomat;
;_barbatalk;815;barbare;;4;1;Progodu tyo damno. <i>(impenetrable look)</i>;<i>Answer with gibberish</i>;<i>That was an insult. It didn't work very well.</i>;;-40;-5;-10;del_barbare and warEast_keep and nb_war_keep+;<i>Look at <diplomat></i>;;;;;;>;
;_;816;diplomat;;;;He says "time is the hero's shield".;Tell him "space is the fool's sword";<i>For some reason, this reaction charmed the barbarian.</i>;;;;;>_barbatalk and nb_barba+;Tell him "I'm defenseless";<i><barbare> laughed, but it's a bit forced.</i>;;;;;>_barbatalk;
;_barbatalk;817;barbare;;4;1;Igolo dal brezou. Shabale. <i>(he points at his face)</i> Shabale, shabale.;<i>Grimace</i>;;;;;;>_leavediplomat;<i>Look at <diplomat></i>;;;;;;>;
;_;818;diplomat;;;;He says that the mouse is orange.;<i>Sigh</i>;<i>For some reason, this reaction charmed the barbarian.</i>;;;;;>_barbatalk and nb_barba+;<i>Look at <diplomat></i>;;;;;;>_leavediplomat;
;_barbatalk;819;barbare;nb_barba>5;3;max;Zgada.;I...;;;;;;>;<i>Look at <diplomat></i>;;;;;;>;
;_barbawon;820;diplomat;;;;He says that he likes you and is willing to graciously offer his help.;All right;;;;;;>;He said all that?;;;;;;>;
;_;821;diplomat;;;;I'm not finished. Each time a new war occurs, <barbare> may come and visit you to help. Should I accept?;;<i><diplomat> slapped <barbare> in the face, who laughed merrily. You spend the next week drinking before his departure.</i>;;;;;>;;;;;;;del_barbare;
;_;822;barbare;nb_war_keep;150;25;Blougoum adomi.;;;;;15;-9;!nb_war_keep and !warSouth_keep and !warWest_keep and !warEast_keep and !warIslander_keep and !warViking_keep;<i>Convoke <diplomat></i>;;;;;;>;
